,ANCSTRY1,ANCSTRY2,RLABOR,WWII,WEEK89
6451,999,999,1,0,52
6452,939,999,1,0,52
6453,50,999,1,0,32
6454,50,999,0,0,0
6455,50,999,0,0,0
6456,924,999,1,0,52
6457,924,999,6,0,0
6458,924,999,0,0,0
6459,924,999,0,0,0
6460,920,999,1,0,32
6461,939,999,6,0,0
6462,920,999,0,0,0
6463,920,999,0,0,0
6464,939,999,1,0,0
6465,50,999,1,1,52
6466,88,999,1,0,40
6467,50,999,1,0,12
6468,87,999,0,0,0
6469,87,999,0,0,0
6470,900,999,1,0,52
6471,900,999,1,0,20
6472,900,999,6,0,0
6473,900,999,0,0,0
6474,900,999,0,0,0
6475,900,999,0,0,0
6476,939,999,1,0,20
6477,939,999,3,0,52
6478,50,999,1,0,52
6479,50,920,1,0,51
6480,50,920,0,0,0
6481,900,999,1,0,50
6482,900,999,1,0,50
6483,900,999,0,0,0
6484,900,999,0,0,0
6485,900,999,1,0,42
6486,900,999,0,0,0
6487,900,999,0,0,0
6488,900,999,1,0,44
6489,900,999,1,0,20
6490,900,999,6,0,0
6491,900,999,6,0,0
6492,900,999,6,0,0
6493,900,999,0,0,0
6494,939,999,6,1,0
6495,939,999,6,0,0
6496,939,999,6,0,0
6497,900,999,6,0,0
6498,900,999,1,0,52
6499,900,999,1,0,40
6500,900,999,0,0,0
6501,22,50,1,0,52
6502,22,50,1,0,52
6503,22,50,1,0,45
6504,22,50,6,0,0
6505,50,999,1,0,52
6506,32,999,1,0,0
6507,920,999,1,0,52
6508,920,50,1,0,9
6509,920,50,0,0,0
6510,920,50,0,0,0
6511,900,999,6,0,0
6512,939,999,1,0,46
6513,999,999,1,0,52
6514,939,999,6,0,0
6515,999,999,1,0,52
6516,50,999,1,0,52
6517,999,999,6,0,10
6518,999,999,0,0,0
6519,999,999,0,0,0
6520,939,999,1,0,52
6521,939,999,6,0,0
6522,939,999,1,0,27
6523,939,999,6,0,0
6524,939,999,0,0,0
6525,939,999,0,0,0
6526,900,999,1,0,52
6527,900,999,1,0,52
6528,999,999,0,0,0
6529,900,999,6,0,0
6530,900,999,1,0,52
6531,900,999,1,0,52
6532,900,999,0,0,0
6533,939,999,6,1,0
6534,939,999,6,0,0
6535,939,999,6,0,0
6536,939,999,6,1,0
6537,999,999,6,0,12
6538,999,999,0,0,0
6539,999,999,0,0,0
6540,999,999,0,0,0
6541,999,999,1,0,52
6542,999,999,1,0,36
6543,999,999,0,0,0
6544,999,999,0,0,0
6545,939,999,6,0,0
6546,939,999,6,0,0
6547,50,999,6,0,0
6548,920,50,1,0,52
6549,50,920,6,0,52
6550,920,50,3,0,0
6551,50,920,6,0,0
6552,50,920,0,0,0
6553,939,999,1,0,52
6554,939,999,1,0,52
6555,939,999,6,0,0
6556,939,999,0,0,0
6557,32,999,1,0,52
6558,999,999,1,0,52
6559,999,999,1,0,36
6560,999,999,1,0,50
6561,900,999,6,0,0
6562,924,999,6,1,0
6563,924,999,6,0,0
6564,88,999,6,0,0
6565,50,920,6,0,0
6566,87,920,3,0,52
6567,920,50,3,0,0
6568,939,999,1,0,52
6569,939,999,1,0,2
6570,939,999,0,0,0
6571,939,999,0,0,0
6572,32,999,1,0,52
6573,22,999,6,0,8
6574,22,999,0,0,0
6575,939,999,1,1,52
6576,939,999,1,0,52
6577,900,999,6,0,0
6578,900,999,6,0,0
6579,939,999,1,0,48
6580,999,999,6,0,0
6581,11,999,6,0,0
6582,999,999,1,0,48
6583,999,999,1,0,48
6584,999,999,1,0,52
6585,999,999,1,0,40
6586,999,999,6,0,0
6587,999,999,0,0,0
6588,999,999,0,0,0
6589,900,999,1,0,52
6590,920,999,1,0,40
6591,924,999,6,0,0
6592,920,999,0,0,0
6593,920,999,0,0,0
6594,920,999,6,0,0
6595,26,50,1,0,52
6596,50,26,1,0,52
6597,50,26,6,0,0
6598,50,26,0,0,0
6599,999,999,6,1,0
6600,939,999,6,0,0
6601,999,999,1,0,52
6602,920,999,1,0,52
6603,920,999,1,0,0
6604,920,999,1,0,0
6605,50,999,1,0,52
6606,50,999,2,0,39
6607,50,999,1,0,50
6608,50,999,1,0,0
6609,999,999,1,0,52
6610,939,999,1,0,52
6611,999,999,1,0,52
6612,142,129,1,0,47
6613,50,920,1,0,0
6614,142,22,6,0,0
6615,32,50,6,1,0
6616,920,999,6,0,0
6617,50,920,6,0,0
6618,50,999,1,0,12
6619,939,999,0,0,0
6620,939,999,6,0,0
6621,939,999,6,0,0
6622,22,999,6,0,0
6623,22,999,6,0,0
6624,939,999,1,0,49
6625,924,999,1,0,52
6626,924,999,6,0,52
6627,924,999,6,0,0
6628,939,999,6,0,0
6629,939,999,1,0,52
6630,939,999,1,0,15
6631,939,999,6,0,0
6632,939,999,1,0,52
6633,22,32,1,0,52
6634,50,22,3,0,52
6635,22,999,1,1,52
6636,22,999,6,0,0
6637,939,999,1,0,52
6638,939,999,6,0,52
6639,939,999,0,0,0
6640,999,999,0,0,0
6641,999,999,0,0,0
6642,22,999,6,0,0
6643,22,999,6,0,0
6644,939,999,1,0,52
6645,939,999,0,0,0
6646,939,999,1,0,52
6647,939,999,6,0,0
6648,939,999,0,0,0
6649,939,999,0,0,0
6650,939,999,1,1,52
6651,939,999,6,0,7
6652,900,999,1,0,0
6653,900,999,1,0,45
6654,900,999,0,0,0
6655,900,999,0,0,0
6656,900,999,6,0,0
6657,999,999,6,0,35
6658,50,999,6,1,0
6659,32,920,1,0,52
6660,32,50,6,0,17
6661,999,999,0,0,0
6662,32,999,1,0,52
6663,50,999,6,0,0
6664,32,999,0,0,0
6665,32,999,0,0,0
6666,939,999,1,0,52
6667,999,999,6,0,0
6668,920,999,6,0,0
6669,32,999,1,0,52
6670,22,999,1,0,52
6671,32,22,1,0,26
6672,999,999,1,0,52
6673,50,999,6,1,52
6674,50,920,1,0,52
6675,939,999,1,0,46
6676,939,999,1,0,25
6677,924,999,1,0,52
6678,939,999,6,0,0
6679,920,999,1,0,31
6680,920,21,1,0,46
6681,920,21,6,0,0
6682,920,21,6,0,2
6683,920,999,1,0,24
6684,920,999,6,0,0
6685,920,999,0,0,0
6686,32,999,1,0,26
6687,920,999,1,0,52
6688,920,999,0,0,0
6689,999,999,1,0,52
6690,999,999,6,0,0
6691,999,999,0,0,0
6692,999,999,0,0,0
6693,920,88,6,0,0
6694,999,999,6,0,0
6695,939,999,1,0,52
6696,939,999,1,0,0
6697,920,50,1,0,52
6698,87,999,1,0,50
6699,920,87,0,0,0
6700,920,87,0,0,0
6701,939,999,1,0,52
6702,939,999,1,0,52
6703,999,999,3,0,48
6704,999,999,0,0,0
6705,22,999,1,0,52
6706,22,88,6,0,0
6707,999,999,1,0,52
6708,920,999,1,0,52
6709,21,999,1,0,52
6710,920,999,0,0,0
6711,920,999,0,0,0
6712,32,50,3,0,35
6713,32,50,6,0,0
6714,32,50,6,0,0
6715,50,999,1,0,24
6716,939,999,1,0,52
6717,999,999,1,0,8
6718,999,999,0,0,0
6719,999,999,1,0,50
6720,999,999,6,0,2
6721,999,999,1,0,52
6722,999,999,1,0,52
6723,999,999,1,0,0
6724,999,999,1,0,0
6725,32,22,6,1,0
6726,22,999,1,0,52
6727,999,999,6,0,0
6728,900,999,1,0,52
6729,900,999,0,0,0
6730,900,999,0,0,0
6731,900,999,0,0,0
6732,900,999,0,0,0
6733,940,999,1,0,52
6734,940,999,1,0,52
6735,940,999,0,0,0
6736,924,999,1,0,50
6737,999,999,1,0,52
6738,999,999,6,0,0
6739,999,999,0,0,0
6740,999,999,0,0,0
6741,999,999,0,0,0
6742,999,999,0,0,0
6743,999,999,0,0,0
6744,924,999,1,0,46
6745,924,999,1,0,30
6746,22,50,1,0,52
6747,32,50,1,0,50
6748,22,50,6,0,0
6749,924,999,6,0,0
6750,924,999,1,0,20
6751,924,999,6,0,0
6752,999,999,1,0,52
6753,939,999,6,0,0
6754,32,50,1,0,50
6755,32,50,6,0,0
6756,32,50,0,0,0
6757,32,50,0,0,0
6758,939,999,1,0,26
6759,999,999,6,0,0
6760,999,999,0,0,0
6761,999,999,0,0,0
6762,999,999,0,0,0
6763,999,999,0,0,0
6764,999,999,0,0,0
6765,999,999,6,0,0
6766,920,999,3,0,16
6767,920,999,0,0,0
6768,920,999,0,0,0
6769,920,999,1,0,50
6770,900,999,1,0,52
6771,900,999,1,0,40
6772,900,999,0,0,0
6773,50,999,1,0,52
6774,999,999,6,0,0
6775,999,999,0,0,0
6776,939,999,6,0,0
6777,50,999,6,0,12
6778,50,999,3,0,16
6779,50,999,1,0,52
6780,939,999,1,0,38
6781,32,999,1,0,38
6782,32,999,0,0,0
6783,32,999,0,0,0
6784,999,999,1,0,52
6785,999,999,6,0,16
6786,999,999,1,0,52
6787,22,920,1,0,12
6788,22,50,1,0,52
6789,50,999,6,0,0
6790,50,999,6,0,0
6791,924,999,1,0,52
6792,924,999,6,0,0
6793,924,999,0,0,0
6794,924,999,0,0,0
6795,924,999,0,0,0
6796,999,999,1,0,49
6797,999,999,1,0,51
6798,939,999,1,0,52
6799,999,999,1,1,36
6800,999,999,6,0,0
6801,999,999,6,0,0
6802,920,999,1,0,48
6803,142,26,3,0,48
6804,920,142,0,0,0
6805,920,142,0,0,0
6806,920,142,0,0,0
6807,900,999,6,0,0
6808,900,999,0,0,0
6809,900,999,0,0,0
6810,88,11,1,0,46
6811,11,26,6,0,0
6812,920,999,0,0,0
6813,999,999,6,0,0
6814,50,999,1,0,52
6815,22,999,1,0,52
6816,22,999,1,0,50
6817,22,999,0,0,0
6818,22,999,0,0,0
6819,22,999,0,0,0
6820,22,999,6,0,15
6821,931,32,6,0,0
6822,999,999,1,0,49
6823,22,999,1,0,52
6824,50,999,6,0,0
6825,50,999,0,0,0
6826,999,999,1,0,46
6827,999,999,0,0,0
6828,999,999,0,0,0
6829,32,50,1,0,50
6830,920,32,1,0,52
6831,999,999,1,0,30
6832,32,999,6,0,0
6833,50,999,6,0,0
6834,999,999,6,0,0
6835,999,999,6,0,40
6836,999,999,1,0,32
6837,999,999,6,0,0
6838,999,999,6,0,0
6839,32,50,1,0,52
6840,32,999,1,0,52
6841,88,999,1,0,26
6842,32,88,6,0,10
6843,22,999,6,1,0
6844,22,999,6,0,0
6845,920,11,6,0,0
6846,50,999,2,0,52
6847,50,999,2,0,40
6848,50,999,1,0,52
6849,50,999,1,0,48
6850,939,999,1,0,52
6851,939,999,6,0,0
6852,939,999,0,0,0
6853,21,999,6,0,0
6854,999,999,1,0,52
6855,22,999,1,0,25
6856,22,999,1,0,52
6857,22,999,1,0,13
6858,32,22,4,0,52
6859,32,22,6,0,2
6860,22,999,1,0,52
6861,22,999,6,0,0
6862,22,999,0,0,0
6863,22,999,0,0,0
6864,22,920,1,0,52
6865,32,999,6,0,0
6866,999,999,0,0,0
6867,999,999,0,0,0
6868,142,999,1,0,50
6869,51,999,1,0,12
6870,87,999,6,1,0
6871,87,999,1,0,52
6872,939,999,1,0,51
6873,939,999,6,0,0
6874,22,999,6,0,36
6875,210,999,1,0,52
6876,22,999,6,0,0
6877,50,920,6,0,0
6878,50,21,6,0,0
6879,22,88,6,0,0
6880,939,999,1,0,52
6881,939,999,2,0,52
6882,939,999,0,0,0
6883,22,999,1,1,45
6884,22,999,1,0,36
6885,999,999,1,0,52
6886,999,999,1,0,12
6887,999,999,0,0,0
6888,999,999,0,0,0
6889,50,999,1,0,52
6890,50,999,6,0,20
6891,50,999,0,0,0
6892,22,50,1,0,52
6893,32,50,1,0,40
6894,999,999,1,0,52
6895,999,999,6,1,0
6896,999,999,6,1,0
6897,148,999,6,0,0
6898,32,999,1,0,52
6899,50,999,1,0,52
6900,50,999,6,0,40
6901,999,999,6,0,0
6902,50,999,6,0,0
6903,50,999,1,0,52
6904,32,999,1,0,45
6905,50,999,1,0,52
6906,32,999,1,0,52
6907,939,999,6,0,0
6908,999,999,1,0,52
6909,999,999,6,0,30
6910,999,999,0,0,0
6911,22,87,1,0,52
6912,22,87,0,0,0
6913,50,21,1,0,52
6914,32,50,6,0,10
6915,939,999,6,0,0
6916,900,999,1,0,50
6917,900,999,6,0,0
6918,900,999,1,0,52
6919,900,999,6,0,0
6920,900,999,1,0,52
6921,900,999,1,0,52
6922,900,999,6,0,28
6923,900,999,6,0,0
6924,900,999,6,0,0
6925,900,999,1,0,52
6926,900,999,1,0,52
6927,900,999,6,0,0
6928,999,999,6,0,0
6929,900,999,1,0,52
6930,900,999,6,0,0
6931,900,999,6,0,0
6932,900,999,1,0,52
6933,900,999,1,0,52
6934,900,999,3,0,0
6935,900,999,0,0,0
6936,999,999,6,0,0
6937,900,999,0,0,0
6938,900,999,6,0,4
6939,900,999,6,0,0
6940,999,999,1,0,52
6941,51,999,1,0,52
6942,11,999,1,0,52
6943,51,11,0,0,0
6944,999,999,1,0,52
6945,999,999,0,0,0
6946,999,999,0,0,0
6947,999,999,0,0,0
6948,900,999,6,0,0
6949,900,999,0,0,0
6950,999,999,1,0,38
6951,999,999,0,0,0
6952,900,999,1,0,52
6953,900,999,1,0,5
6954,900,999,6,0,0
6955,900,999,1,0,50
6956,900,999,0,0,0
6957,900,999,1,0,52
6958,900,999,0,0,0
6959,900,999,0,0,0
6960,900,999,0,0,0
6961,900,999,1,0,52
6962,50,999,6,0,0
6963,50,999,6,0,0
6964,900,999,6,0,0
6965,900,999,6,0,0
6966,900,999,6,0,0
6967,900,999,0,0,0
6968,939,999,3,0,0
6969,939,999,1,0,52
6970,50,999,1,0,0
6971,50,999,6,0,0
6972,50,999,1,0,52
6973,22,999,1,0,52
6974,22,999,6,0,0
6975,999,999,1,0,46
6976,32,50,1,0,52
6977,920,999,1,0,52
6978,920,999,1,0,52
6979,920,999,0,0,0
6980,920,999,0,0,0
6981,920,999,1,0,52
6982,22,999,6,0,0
6983,87,999,6,0,0
6984,32,999,1,0,52
6985,939,999,1,0,52
6986,32,999,0,0,0
6987,999,999,6,0,20
6988,939,999,6,0,0
6989,939,999,6,0,0
6990,939,999,1,0,52
6991,939,999,1,0,52
6992,939,999,0,0,0
6993,939,999,0,0,0
6994,900,999,6,1,6
6995,999,999,1,0,52
6996,939,999,1,0,52
6997,939,999,6,0,52
6998,939,999,0,0,0
6999,22,999,6,1,0
7000,22,999,6,0,0
7001,22,999,1,0,52
7002,50,999,1,0,52
7003,50,999,1,0,52
7004,32,999,1,0,40
7005,51,999,1,0,52
7006,32,999,1,0,52
7007,50,999,1,0,26
7008,22,999,1,0,52
7009,32,999,6,0,0
7010,22,999,1,0,52
7011,22,999,1,0,26
7012,924,999,6,0,0
7013,50,999,6,0,0
7014,32,999,6,0,0
7015,22,920,6,0,0
7016,939,999,6,1,0
7017,939,999,1,0,36
7018,999,999,6,0,0
7019,999,999,6,0,24
7020,939,999,1,0,52
7021,939,999,6,0,0
7022,939,999,0,0,0
7023,900,999,1,0,13
7024,148,999,1,0,52
7025,50,999,1,1,6
7026,939,999,1,0,52
7027,50,999,6,0,0
7028,999,999,6,0,0
7029,939,999,1,0,26
7030,939,999,1,0,26
7031,999,999,6,0,0
7032,999,999,1,0,52
7033,999,999,1,0,52
7034,999,999,6,0,0
7035,999,999,0,0,0
7036,999,999,0,0,0
7037,920,999,6,1,0
7038,22,999,6,0,0
7039,50,999,1,0,51
7040,920,50,1,0,52
7041,32,50,1,0,52
7042,50,999,1,0,52
7043,50,999,1,0,52
7044,32,50,6,0,0
7045,50,32,0,0,0
7046,50,999,1,0,52
7047,50,920,1,0,52
7048,32,22,6,0,0
7049,50,32,6,0,0
7050,999,999,6,0,0
7051,50,999,1,0,52
7052,88,920,1,0,52
7053,87,999,0,0,0
7054,87,999,0,0,0
7055,87,999,0,0,0
7056,999,999,1,0,52
7057,999,999,6,0,0
7058,999,999,6,0,0
7059,51,32,1,0,52
7060,97,50,6,0,0
7061,51,32,0,0,0
7062,51,32,0,0,0
7063,939,999,1,0,52
7064,939,999,3,0,39
7065,939,999,0,0,0
7066,22,87,1,0,52
7067,32,82,1,0,48
7068,32,50,0,0,0
7069,999,999,0,0,0
7070,50,999,1,0,52
7071,32,999,3,0,36
7072,50,999,1,0,52
7073,50,999,1,0,35
7074,26,50,6,1,0
7075,26,50,6,0,0
7076,939,999,6,0,0
7077,939,999,1,0,52
7078,939,999,1,0,52
7079,939,999,6,0,0
7080,939,999,6,0,0
7081,50,999,1,0,52
7082,22,999,3,0,0
7083,939,999,3,0,52
7084,939,999,0,0,0
7085,939,999,1,0,12
7086,939,999,1,0,52
7087,26,89,1,0,52
7088,22,88,6,0,0
7089,26,153,1,0,52
7090,26,89,1,0,45
7091,50,999,6,0,0
7092,50,999,6,0,0
7093,88,999,6,1,8
7094,32,22,1,0,23
7095,51,999,1,0,50
7096,22,999,1,0,50
7097,51,999,1,0,0
7098,51,999,0,0,0
7099,939,999,6,0,0
7100,32,999,1,0,52
7101,32,999,1,0,52
7102,939,999,1,0,52
7103,939,999,1,0,52
7104,939,999,1,0,52
7105,939,999,1,0,52
7106,939,999,6,0,0
7107,999,999,1,0,52
7108,999,999,1,0,26
7109,999,999,6,0,0
7110,999,999,0,0,0
7111,22,999,3,0,16
7112,22,999,3,0,4
7113,22,999,6,0,0
7114,999,999,6,0,12
7115,999,999,0,0,0
7116,999,999,0,0,0
7117,999,999,6,0,0
7118,999,999,6,0,0
7119,999,999,1,1,50
7120,999,999,1,0,50
7121,22,999,6,0,0
7122,22,999,1,0,52
7123,920,999,1,0,52
7124,32,50,6,0,0
7125,939,999,6,0,24
7126,939,999,0,0,0
7127,50,999,1,0,52
7128,50,999,1,0,0
7129,939,999,1,0,52
7130,32,50,6,0,0
7131,32,50,6,0,20
7132,920,999,1,0,48
7133,920,26,0,0,0
7134,920,89,0,0,0
7135,26,920,0,0,0
7136,26,89,6,0,36
7137,32,999,6,0,0
7138,32,999,6,0,0
7139,26,999,1,0,52
7140,51,999,1,0,52
7141,26,51,0,0,0
7142,22,999,1,0,52
7143,22,999,6,0,0
7144,32,22,1,0,52
7145,50,32,6,0,1
7146,32,50,0,0,0
7147,32,999,1,0,52
7148,50,999,1,0,52
7149,32,50,1,0,0
7150,32,50,0,0,0
7151,50,920,1,0,52
7152,50,920,6,0,0
7153,50,920,3,0,0
7154,50,920,3,0,10
7155,50,920,2,0,24
7156,50,920,1,0,52
7157,50,920,0,0,0
7158,999,999,1,0,46
7159,250,999,6,0,24
7160,250,999,0,0,0
7161,999,999,1,0,50
7162,999,999,6,0,0
7163,999,999,1,0,52
7164,32,50,1,0,52
7165,50,32,1,0,52
7166,32,50,6,0,0
7167,999,999,6,0,0
7168,999,999,6,0,0
7169,32,999,1,0,52
7170,26,999,1,0,52
7171,32,999,1,0,25
7172,32,999,0,0,0
7173,32,999,0,0,0
7174,32,999,0,0,0
7175,32,999,1,0,30
7176,32,999,1,0,52
7177,22,999,6,0,52
7178,32,50,1,0,52
7179,50,999,6,1,0
7180,50,999,6,0,0
7181,999,999,6,0,0
7182,999,999,6,0,0
7183,32,999,1,0,50
7184,50,999,6,1,0
7185,920,999,1,0,52
7186,32,999,6,0,8
7187,920,999,0,0,0
7188,920,999,0,0,0
7189,920,999,1,0,0
7190,50,999,6,0,0
7191,32,999,6,0,0
7192,32,999,0,0,0
7193,32,999,0,0,0
7194,22,32,1,0,52
7195,939,999,6,0,0
7196,32,999,1,0,52
7197,87,999,6,0,0
7198,22,999,1,0,52
7199,50,920,6,0,26
7200,50,999,6,0,0
7201,32,999,6,0,20
7202,22,999,1,0,52
7203,50,999,6,0,0
7204,939,999,6,0,0
7205,939,999,1,0,52
7206,939,999,1,0,52
7207,939,999,0,0,0
7208,50,999,1,0,52
7209,87,999,3,0,20
7210,32,50,1,1,49
7211,32,50,6,0,49
7212,32,50,1,0,52
7213,920,50,6,0,8
7214,32,50,0,0,0
7215,32,999,1,0,40
7216,32,999,1,0,52
7217,32,999,0,0,0
7218,32,999,0,0,0
7219,940,999,6,0,0
7220,940,999,6,0,0
7221,939,999,6,0,0
7222,996,999,6,0,0
7223,50,999,1,1,48
7224,50,999,6,0,0
7225,939,999,1,0,52
7226,50,999,1,0,52
7227,50,999,6,0,0
7228,50,999,6,0,0
7229,22,999,1,0,52
7230,920,22,1,0,52
7231,939,999,6,0,0
7232,939,999,6,0,0
7233,920,999,1,0,52
7234,920,999,6,0,0
7235,920,999,0,0,0
7236,939,999,1,0,52
7237,939,999,6,0,20
7238,939,999,0,0,0
7239,939,999,1,0,0
7240,939,999,6,0,39
7241,939,999,1,0,36
7242,999,999,6,0,0
7243,999,999,1,0,52
7244,999,999,6,0,0
7245,939,999,1,0,52
7246,939,999,1,0,0
7247,939,999,1,0,0
7248,939,999,1,0,0
7249,939,999,6,0,0
7250,22,999,1,0,52
7251,22,999,6,0,0
7252,996,999,1,0,52
7253,996,999,1,0,28
7254,999,999,1,0,52
7255,999,999,6,0,0
7256,999,999,0,0,0
7257,22,32,6,0,14
7258,22,32,6,0,0
7259,32,999,1,0,52
7260,920,999,3,0,0
7261,939,999,6,0,0
7262,939,999,6,0,6
7263,939,999,3,0,8
7264,22,999,1,0,52
7265,939,999,1,0,52
7266,210,999,0,0,0
7267,210,999,0,0,0
7268,939,999,1,0,52
7269,939,999,1,0,52
7270,939,999,1,0,52
7271,939,999,0,0,0
7272,939,999,0,0,0
7273,939,999,6,0,0
7274,939,999,6,0,0
7275,999,999,1,0,52
7276,999,999,1,0,52
7277,999,999,1,0,52
7278,999,999,1,0,43
7279,999,999,0,0,0
7280,999,999,1,0,52
7281,999,999,1,0,52
7282,939,999,1,0,52
7283,939,999,1,0,52
7284,999,999,6,0,0
7285,22,999,1,0,26
7286,22,999,1,0,52
7287,22,999,0,0,0
7288,22,999,0,0,0
7289,21,999,6,0,12
7290,939,999,1,0,52
7291,939,999,0,0,0
7292,939,999,0,0,0
7293,50,999,2,0,45
7294,50,999,1,0,15
7295,920,21,1,0,52
7296,32,89,1,0,52
7297,32,89,0,0,0
7298,32,999,1,0,52
7299,50,920,6,0,40
7300,939,999,6,0,40
7301,939,999,6,0,51
7302,939,999,1,0,52
7303,939,999,1,0,26
7304,939,999,6,0,0
7305,50,999,6,1,0
7306,50,999,6,0,0
7307,939,999,6,0,0
7308,999,999,1,0,50
7309,50,999,1,0,52
7310,97,999,3,0,36
7311,50,97,0,0,0
7312,50,97,0,0,0
7313,32,999,1,0,52
7314,32,999,0,0,0
7315,939,999,6,0,36
7316,939,999,1,0,47
7317,22,999,1,0,52
7318,32,999,1,0,16
7319,32,22,0,0,0
7320,32,22,0,0,0
7321,920,999,6,0,0
7322,939,999,1,0,50
7323,939,999,1,0,50
7324,924,999,1,0,52
7325,924,999,6,0,0
7326,924,999,6,0,8
7327,924,999,0,0,0
7328,924,999,0,0,0
7329,924,999,0,0,0
7330,939,999,1,0,50
7331,939,999,6,0,0
7332,939,999,0,0,0
7333,939,999,1,0,0
7334,50,920,6,0,0
7335,999,999,6,0,0
7336,996,999,0,0,0
7337,999,999,0,0,0
7338,999,999,0,0,0
7339,999,999,6,0,40
7340,999,999,0,0,0
7341,939,999,6,0,0
7342,939,999,1,0,52
7343,32,999,3,0,52
7344,32,999,1,0,5
7345,32,999,1,0,38
7346,32,999,1,0,0
7347,920,999,1,0,52
7348,939,999,1,0,52
7349,50,920,6,0,40
7350,939,999,1,0,4
7351,939,999,0,0,0
7352,939,999,0,0,0
7353,939,999,1,0,52
7354,939,999,6,0,52
7355,939,999,1,0,52
7356,920,87,1,0,25
7357,920,87,0,0,0
7358,920,87,1,0,20
7359,999,999,1,0,52
7360,999,999,1,0,52
7361,999,999,1,0,40
7362,999,999,0,0,0
7363,999,999,0,0,0
7364,22,999,1,0,52
7365,22,999,6,0,52
7366,22,999,0,0,0
7367,22,999,0,0,0
7368,32,999,1,1,52
7369,920,32,6,0,4
7370,999,999,6,0,0
7371,32,999,1,0,0
7372,50,999,6,0,0
7373,939,999,6,1,0
7374,939,999,6,0,0
7375,939,999,1,0,52
7376,26,920,1,0,52
7377,996,999,1,0,52
7378,26,920,0,0,0
7379,26,920,0,0,0
7380,22,999,1,1,52
7381,87,999,1,0,52
7382,45,999,3,0,49
7383,50,999,1,0,52
7384,939,999,6,0,0
7385,939,999,6,0,0
7386,999,999,1,0,52
7387,999,999,1,0,52
7388,999,999,1,0,16
7389,50,999,1,0,48
7390,999,999,1,0,52
7391,50,999,6,0,8
7392,50,999,0,0,0
7393,50,999,1,0,52
7394,32,999,6,0,0
7395,939,999,1,0,51
7396,939,999,1,0,30
7397,939,999,0,0,0
7398,32,999,1,0,50
7399,32,999,6,0,0
7400,32,999,0,0,0
7401,22,920,1,0,52
7402,939,999,6,0,50
7403,939,999,1,0,52
7404,939,999,1,0,20
7405,939,999,0,0,0
7406,939,999,1,0,52
7407,939,999,1,0,40
7408,939,999,0,0,0
7409,32,999,1,0,52
7410,32,999,6,0,0
7411,50,999,6,0,16
7412,50,999,6,0,0
7413,50,999,0,0,0
7414,50,999,0,0,0
7415,22,999,6,0,0
7416,939,999,6,0,0
7417,999,999,1,0,52
7418,22,50,1,0,52
7419,22,999,1,0,20
7420,939,999,1,0,0
7421,939,999,1,0,52
7422,939,999,1,0,52
7423,999,999,1,0,52
7424,999,999,0,0,0
7425,999,999,0,0,0
7426,21,50,6,0,26
7427,32,22,6,0,0
7428,999,999,1,0,52
7429,999,999,1,0,52
7430,999,999,6,0,0
7431,50,32,1,0,52
7432,32,91,6,0,0
7433,999,999,2,0,52
7434,999,999,6,0,23
7435,32,920,1,0,52
7436,22,32,6,0,0
7437,32,920,0,0,0
7438,32,920,0,0,0
7439,32,999,6,0,52
7440,999,999,1,0,42
7441,32,999,0,0,0
7442,32,999,0,0,0
7443,32,999,1,0,52
7444,20,999,6,0,0
7445,999,999,6,0,0
7446,999,999,6,0,0
7447,22,999,6,0,40
7448,22,999,1,0,52
7449,22,999,6,0,0
7450,87,999,1,0,10
7451,32,999,1,0,52
7452,32,920,1,0,52
7453,32,920,1,0,52
7454,32,920,0,0,0
7455,32,920,1,0,36
7456,32,999,1,0,52
7457,32,999,3,0,26
7458,32,999,0,0,0
7459,32,999,0,0,0
7460,999,999,1,0,52
7461,999,999,1,0,52
7462,939,999,1,0,50
7463,22,999,6,0,0
7464,22,999,1,0,50
7465,22,999,0,0,0
7466,22,999,0,0,0
7467,999,999,1,0,52
7468,32,999,1,0,52
7469,32,999,6,0,0
7470,32,999,6,0,10
7471,32,999,0,0,0
7472,32,999,0,0,0
7473,999,999,6,0,0
7474,22,999,1,0,52
7475,22,999,1,0,20
7476,22,999,6,0,0
7477,32,999,1,0,52
7478,939,999,6,0,0
7479,32,999,6,0,0
7480,939,999,1,0,52
7481,939,999,1,0,28
7482,939,999,0,0,0
7483,939,999,0,0,0
7484,939,999,6,0,0
7485,50,999,6,1,0
7486,920,26,1,0,52
7487,939,999,1,0,52
7488,999,999,1,0,12
7489,999,999,0,0,0
7490,50,32,1,0,52
7491,50,999,1,0,40
7492,50,32,0,0,0
7493,21,999,6,0,26
7494,999,999,6,0,0
7495,21,999,0,0,0
7496,88,999,1,0,52
7497,32,999,1,0,52
7498,939,999,6,0,0
7499,939,999,0,0,0
7500,939,999,1,0,52
7501,22,999,6,0,0
7502,50,920,1,0,52
7503,920,999,0,0,0
7504,939,999,1,0,52
7505,939,999,6,0,12
7506,920,999,1,0,30
7507,32,50,1,0,52
7508,50,999,0,0,0
7509,50,999,0,0,0
7510,22,999,6,0,0
7511,924,999,1,0,52
7512,924,999,0,0,0
7513,999,999,1,0,50
7514,50,999,6,0,0
7515,920,50,1,0,52
7516,50,999,1,0,52
7517,32,999,1,0,52
7518,999,999,6,0,0
7519,32,999,1,0,52
7520,32,999,1,0,52
7521,50,920,6,0,0
7522,32,920,1,0,0
7523,996,999,1,0,52
7524,996,999,1,0,6
